Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Valence electron count,Van der Waals Atomic Radius (pm),Empirical Atomic Radius (pm),Covalent Atomic Radius (pm),Elemental density (grams per cubic centimeter),PROPERTY: HV
0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,4.6000000000000005,190.30000000000004,139.0,152.00000000000003,5.814,138.0
0.0,0.222,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,4.44,189.03300000000002,136.53,148.185,5.62659,138.0
0.0,0.182,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.182,0.0,0.0,0.0,0.0,4.732,189.371,137.41,146.783,5.91409,138.0
0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,4.6000000000000005,189.20000000000002,137.0,147.4,5.784,138.0
0.0,0.07,0.0,0.0,0.0,0.233,0.233,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035000000000001,184.834,136.9,129.863,7.8304680000000015,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,189.1,139.25,133.95000000000002,7.7414000000000005,138.0
0.0,0.02,0.0,0.0,0.0,0.0,0.196,0.0,0.392,0.0,0.0,0.0,0.0,0.245,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.380999999999999,188.998,138.965,133.691,7.640572000000001,138.0
0.0,0.057,0.0,0.0,0.0,0.0,0.189,0.0,0.377,0.0,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.257000000000001,188.98499999999999,138.575,133.344,7.462052,138.0
0.0,0.091,0.0,0.0,0.0,0.0,0.182,0.0,0.364,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.138,188.645,137.955,132.774,7.282268,138.0
0.0,0.123,0.0,0.0,0.0,0.0,0.175,0.0,0.351,0.0,0.0,0.0,0.0,0.219,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.024,188.45999999999998,137.495,132.349,7.122207999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,194.20000000000002,139.5,134.2,7.728,138.0
0.0,0.071,0.0,0.0,0.0,0.232,0.232,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.013000000000001,184.28,136.47500000000002,129.46300000000002,7.800372,138.0
0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,181.22,135.8,128.68,7.2138800000000005,138.0
0.0,0.168,0.0,0.0,0.0,0.168,0.168,0.0,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.026000000000001,181.139,135.135,127.82000000000002,7.398160000000001,138.0
0.0,0.163,0.0,0.0,0.0,0.163,0.163,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938,180.767,135.27,127.834,7.452392000000001,138.0
0.0,0.161,0.0,0.0,0.0,0.161,0.161,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,180.39000000000001,135.135,127.66600000000001,7.461608,138.0
0.0,0.119,0.0,0.0,0.0,0.178,0.178,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.158999999999999,186.046,136.435,129.445,7.489693999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,187.85,137.75,131.54999999999998,8.550699999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.245,0.245,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.245,184.99,137.65,130.725,8.23902,138.0
0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.244,185.885,138.005,131.54399999999998,8.305247999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.232,0.232,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.226000000000001,186.055,137.895,131.806,8.332872,138.0
0.0,0.0,0.0,0.004,0.0,0.199,0.199,0.0,0.199,0.0,0.0,0.0,0.0,0.199,0.0,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3839999999999995,186.745,137.59,131.644,7.9881720000000005,138.0
0.0,0.039,0.0,0.0,0.0,0.235,0.235,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,6.072,184.346,136.92499999999998,130.35399999999998,7.90236,138.0
0.0,0.08,0.0,0.0,0.0,0.17,0.17,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890000000000001,177.46,135.9,128.65000000000003,7.931880000000001,138.0
0.0,0.08,0.0,0.0,0.0,0.17,0.14,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.001,0.0,0.0,0.0,4.800000000000001,177.17600000000002,135.945,128.752,7.961208000000001,138.0
0.0,0.1,0.0,0.0,0.0,0.25,0.08,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,5.19,180.52,135.45000000000002,128.76,7.716419999999999,138.0
0.0,0.228,0.0,0.0,0.0,0.0,0.257,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.796,182.274,135.155,129.103,6.767152,138.0
0.0,0.273,0.0,0.0,0.0,0.0,0.242,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.691,182.364,134.555,128.62300000000002,6.529612,138.0
0.0,0.287,0.0,0.0,0.0,0.0,0.238,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669,182.75599999999997,134.64499999999998,128.737,6.471668,138.0
0.0,0.303,0.0,0.0,0.0,0.0,0.232,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621,182.424,134.155,128.303,6.371252,138.0
0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833,181.17200000000003,135.83,128.668,7.234688,138.0
0.0,0.189,0.0,0.0,0.0,0.0,0.189,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,4.207,179.54899999999998,135.29,130.996,6.79106,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,5.439,187.701,137.08499999999998,140.637,10.264392,138.0
0.0,0.168,0.0,0.0,0.0,0.0,0.168,0.168,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.678,172.077,134.865,128.58,7.3926,138.0
0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,6.330000000000001,186.6,137.85,133.05,7.918240000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.0,0.173,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,6.201,185.562,137.325,134.529,7.734608,138.0
0.0,0.039,0.0,0.0,0.0,0.186,0.186,0.039,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,178.755,136.33499999999998,128.721,8.131167,138.0
0.0,0.0,0.0,0.0,0.0,0.238,0.238,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,6.1419999999999995,184.62,137.61999999999998,131.678,8.021448,138.0
0.0,0.024,0.0,0.0,0.0,0.244,0.244,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.171999999999999,184.488,137.2,130.028,8.067024,138.0
0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,178.60000000000002,135.0,128.0,7.1096,138.0
0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.180000000000001,178.18,135.2,128.06,7.233840000000001,138.0
0.0,0.16,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,177.76000000000002,135.4,128.12,7.358080000000001,138.0
0.0,0.14,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.140000000000001,177.34000000000003,135.6,128.18,7.482320000000001,138.0
0.0,0.12,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,176.92000000000002,135.8,128.24,7.606560000000001,138.0
0.0,0.164,0.0,0.0,0.0,0.164,0.164,0.0,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.952,180.548,135.0,127.608,7.425504,138.0
0.0,0.057,0.0,0.0,0.0,0.189,0.189,0.0,0.189,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.219000000000001,187.20299999999997,137.53500000000003,131.637,7.732044,138.0
0.0,0.091,0.0,0.0,0.0,0.182,0.182,0.0,0.182,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.097,186.914,136.955,131.131,7.543172,138.0
0.0,0.123,0.0,0.0,0.0,0.175,0.175,0.0,0.175,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9689999999999985,186.25699999999998,136.125,130.38299999999998,7.3489,138.0
0.0,0.167,0.0,0.0,0.0,0.167,0.167,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.845,186.873,136.10500000000002,130.427,7.1469320000000005,138.0
0.0,0.13,0.0,0.0,0.0,0.217,0.217,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.815,184.066,135.6,128.787,7.467732,138.0
0.0,0.184,0.0,0.0,0.0,0.204,0.204,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.652,184.40800000000002,135.2,128.54799999999997,7.187183999999999,138.0
0.0,0.167,0.0,0.0,0.0,0.185,0.185,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,5.498,184.649,135.64499999999998,131.472,6.93666,138.0
0.0,0.0,0.0,0.0,0.0,0.198,0.198,0.0,0.198,0.0,0.0,0.0,0.0,0.198,0.008,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.384000000000001,186.802,137.78,131.912,8.020608000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.197,0.197,0.0,0.197,0.0,0.0,0.0,0.0,0.197,0.017,0.0,0.0,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.406000000000001,187.748,138.395,132.638,8.072312,138.0
0.0,0.0,0.0,0.0,0.0,0.195,0.195,0.0,0.195,0.0,0.0,0.0,0.0,0.195,0.026,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.396,187.759,138.32,132.704,8.08392,138.0
0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.0,0.193,0.0,0.0,0.0,0.0,0.193,0.037,0.0,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.398000000000001,188.18800000000002,138.535,133.078,8.115928,138.0
0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,182.0,133.75,127.5,6.9055,138.0
0.0,0.0,0.0,0.091,0.0,0.182,0.182,0.0,0.182,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188,185.64,131.95000000000002,127.036,7.503769,138.0
0.0,0.0,0.0,0.167,0.0,0.167,0.167,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.012,184.53500000000003,126.92,122.912,7.0746210000000005,138.0
0.0,0.0,0.0,0.0,0.0,0.34,0.2,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.779999999999999,182.68,136.9,129.96,8.55692,138.0
0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.167,0.167,0.0,0.0,0.0,5.511,202.237,141.115,157.31400000000002,11.292540000000002,138.0
0.0,0.231,0.0,0.0,0.0,0.154,0.154,0.154,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.696999999999999,177.716,134.36499999999998,128.513,7.0499659999999995,138.0
0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.328000000000001,177.822,134.865,134.199,7.916076,138.0
0.0,0.186,0.0,0.0,0.0,0.236,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.889999999999999,184.352,134.85000000000002,126.64999999999999,7.3893,138.0
0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.835,182.50799999999998,137.50000000000003,129.50300000000001,8.263408,138.0
0.0,0.0,0.0,0.0,0.0,0.25,0.179,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.184,183.933,137.45999999999998,129.59699999999998,8.295645999999998,138.0
0.0,0.0,0.0,0.0,0.0,0.346,0.192,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576,185.18699999999998,137.115,129.42,8.315926000000001,138.0
0.0,0.0,0.0,0.0,0.0,0.458,0.208,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,186.86700000000002,136.875,129.372,8.348341999999999,138.0
0.0,0.0,0.0,0.0,0.0,0.591,0.227,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.591,188.862,136.59,129.315,8.386836,138.0
0.0,0.34,0.0,0.0,0.0,0.17,0.34,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,185.46000000000004,133.55,128.82,6.140100000000001,138.0
0.0,0.47,0.0,0.0,0.0,0.14,0.15,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.779999999999999,183.70999999999998,131.70000000000002,126.55999999999997,5.5868899999999995,138.0
0.0,0.38,0.0,0.0,0.0,0.11,0.06,0.09,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159999999999999,183.27,133.05,127.18,6.1201099999999995,138.0
0.0,0.36,0.0,0.0,0.0,0.1,0.31,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,182.93,133.4,128.97,6.032100000000001,138.0
0.0,0.43,0.0,0.0,0.0,0.17,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,185.20000000000002,132.15,126.42,5.82238,138.0
0.0,0.47,0.0,0.0,0.0,0.12,0.12,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,182.35,131.55,126.06999999999998,5.640789999999999,138.0
0.0,0.43,0.0,0.0,0.0,0.19,0.19,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,185.89,132.20000000000002,126.82,5.782,138.0
0.0,0.39,0.0,0.0,0.0,0.1,0.31,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,183.48,133.04999999999998,128.72,5.855910000000001,138.0
0.0,0.47,0.0,0.0,0.0,0.13,0.13,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,182.59,131.55,126.16,5.633030000000001,138.0
0.0,0.43,0.0,0.0,0.0,0.2,0.22,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1899999999999995,186.03,132.2,127.05000000000001,5.759760000000001,138.0
0.0,0.47,0.0,0.0,0.0,0.14,0.19,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.759999999999999,183.82,131.75,126.91999999999999,5.547549999999999,138.0
0.0,0.43,0.0,0.0,0.0,0.2,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.129999999999999,185.56,132.1,126.67999999999999,5.80224,138.0
0.0,0.46,0.0,0.0,0.0,0.14,0.23,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,183.72,131.9,127.31,5.57033,138.0
0.0,0.44,0.0,0.0,0.0,0.14,0.22,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,183.66,132.15,127.37999999999998,5.69143,138.0
0.0,0.43,0.0,0.0,0.0,0.19,0.24,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,186.26000000000002,132.3,127.33,5.725040000000001,138.0
0.0,0.43,0.0,0.0,0.0,0.18,0.24,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,186.59,132.4,127.47000000000001,5.7048,138.0
0.0,0.47,0.0,0.0,0.0,0.14,0.2,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739999999999999,183.77,131.75,126.98999999999998,5.54031,138.0
0.0,0.43,0.0,0.0,0.0,0.24,0.22,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,186.26000000000002,132.05,126.88999999999999,5.78882,138.0
0.0,0.43,0.0,0.0,0.0,0.25,0.22,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359999999999999,186.54999999999998,132.05,126.91,5.7883,138.0
0.0,0.43,0.0,0.0,0.0,0.24,0.23,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,186.52,132.10000000000002,127.03999999999999,5.771199999999999,138.0
0.0,0.43,0.0,0.0,0.0,0.23,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359999999999999,186.64000000000001,132.15,126.96000000000001,5.7758199999999995,138.0
0.0,0.47,0.0,0.0,0.0,0.12,0.2,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,183.81,131.85000000000002,127.10999999999999,5.520589999999999,138.0
